date,gdp_current,gdp_real,gdp_growth,deflator_yoy,gdp_gap_hp,ipc_index,inflation,inflation_gap,delta_inflation,cemac_inflation,m2,m2_growth,credit,credit_growth,credit_m2_ratio,avoirs_ext_nets,gov_revenue_hd,gov_spending,fiscal_balance,oil_revenue,oil_revenue_share,fx_reserves,fx_reserves_yoy,fx_reserves_diff,log_fx_reserves,dlog_fx_reserves,reserves_flag,reserves_cemac,log_reserves_cemac,dlog_reserves_cemac,beac_rate,delta_beac,dummy_2016q4,dummy_covid,inflation_std,log_fx_reserves_std,gdp_growth_std,oil_revenue_share_std,fed_rate,ecb_rate,eur_usd,brent,vix,china_growth,brent_yoy,eur_usd_yoy,delta_fed,delta_ecb,balance_courante_pct_pib,delta_balance_courante,ouverture_commerciale,log_exports,balance_courante_pct_pib_annual,ouverture_commerciale_annual,exports_usd,imports_usd
2022-Q3,6818.3222,6002.6136,3.9725,5.7653,-0.4374,101.1102,6.9581,3.9581,1.1239,6.1924,7559.3973,12.3557,4391.487,16.8537,58.09,2811.132,1092.06,1306.44,-214.38,283.8,25.99,6111.35,35.56,498.92,8.7179,0.0852,1.0,6.1,1.8083,0.0855,4.5,0.5,0,0,2.173799,0.220214,0.140739,0.745728,2.56,0.75,1.0066,100.7081,24.7927,30927060000000.0,37.0009,-14.5791,1.35,1.25,-3.5422,0.3752,40.1477,21.5116,-3.394,41.2866,2199808415.6017,2757280564.8582
2022-Q4,7131.1952,6012.2611,3.0626,7.8054,-1.0171,102.6738,7.7639,4.7639,0.8058,6.9086,7797.6373,11.6985,4522.13,13.5469,57.99,2899.2737,1264.18,1476.33,-212.16,288.19,22.8,6853.78,45.52,742.43,8.8326,0.1147,1.0,6.9,1.9315,0.1232,4.5,0.0,0,0,2.590946,0.549712,-0.368157,0.345749,4.1,2.0,1.0218,88.7237,25.0027,33550790000000.0,11.4492,-10.6584,1.54,1.25,-3.394,0.5927,41.2866,21.5116,-3.394,41.2866,2199808415.6017,2757280564.8582
2023-Q1,7153.8843,6070.2109,2.9081,3.5583,-0.8072,104.7513,7.9628,4.9628,0.1989,6.4558,8012.545,11.3599,4656.9057,11.6705,58.12,2881.576,1217.09,888.0,329.09,249.08,20.46,6781.65,38.95,-72.13,8.822,-0.0106,1.0,6.8,1.9169,-0.0146,5.0,0.5,0,0,2.693913,0.519262,-0.454567,0.052348,4.65,3.0,1.073,81.0659,20.6841,28499660000000.0,-19.6351,-4.3331,0.55,1.0,-3.5794,0.2591,40.4375,21.4847,-4.1358,37.8903,2141340934.371,2868956500.6257
2023-Q2,7520.008,6281.7159,3.4183,3.883,1.8832,107.0735,7.9471,4.9471,-0.0157,5.277,8159.1053,12.4733,4866.2503,14.2194,59.64,2886.262,1160.59,1570.12,-409.53,204.19,17.59,7071.16,25.99,289.51,8.8638,0.0418,0.0,7.1,1.9601,0.0432,5.0,0.0,0,0,2.685785,0.63934,-0.169219,-0.307507,5.08,3.5,1.0888,77.9878,16.4412,30803760000000.0,-31.4906,2.2732,0.43,0.5,-3.7649,-0.0745,39.5885,21.4847,-4.1358,37.8903,2141340934.371,2868956500.6257
2023-Q3,7416.5673,6173.8695,2.853,5.7568,-0.6126,108.5449,7.3531,4.3531,-0.594,4.7851,7971.4423,5.4508,5144.7503,17.1528,64.54,2419.6227,1078.01,1092.56,-14.54,208.17,19.31,6542.29,7.05,-528.87,8.786,-0.0778,0.0,6.5,1.8718,-0.0883,5.0,0.0,0,0,2.378283,0.415845,-0.485384,-0.091845,5.33,4.0,1.0884,86.6514,15.0132,31999230000000.0,-13.9579,8.1264,0.25,0.5,-3.9503,-0.4082,38.7394,21.4847,-4.1358,37.8903,2141340934.371,2868956500.6257
2023-Q4,7800.9435,6240.9711,3.8041,5.383,-0.2803,109.0836,6.2429,3.2429,-1.1102,4.5898,8221.6109,5.4372,5283.7637,16.8424,64.27,2493.8856,1386.84,1561.49,-174.65,215.58,15.54,6885.96,0.47,343.67,8.8372,0.0512,0.0,6.9,1.9315,0.0597,5.0,0.0,0,0,1.803554,0.562927,0.046555,-0.564546,5.33,4.0,1.0761,84.0124,15.2862,,-5.3101,5.3142,0.0,0.0,-4.1358,-0.7418,37.8903,21.4847,-4.1358,37.8903,2141340934.371,2868956500.6257
2024-Q1,7809.5599,6305.9753,3.884,5.0839,0.0104,109.9667,4.9788,1.9788,-1.2641,3.6276,8498.7512,6.0681,5391.0067,15.7637,63.43,2740.1549,1199.1,1113.35,85.74,167.36,13.96,6485.09,-4.37,-400.87,8.7773,-0.0599,0.0,6.5,1.8718,-0.0597,5.0,0.0,0,0,1.149154,0.390852,0.091242,-0.762655,5.33,4.0,1.0855,82.9197,13.7125,,2.2868,1.165,0.0,0.0,-4.1358,-0.5564,37.0185,,,34.4032,,
2024-Q2,8146.6738,6430.9098,2.3751,5.8201,1.2382,111.8333,4.4454,1.4454,-0.5334,4.0173,8635.9177,5.8439,5617.2937,15.4337,65.05,2825.3324,1170.14,1360.79,-190.65,181.58,15.52,6451.85,-8.76,-33.24,8.7721,-0.0052,0.0,6.5,1.8718,0.0,5.0,0.0,0,0,0.873023,0.375914,-0.752668,-0.567054,5.33,3.75,1.0766,84.6821,13.9803,,8.5838,-1.1205,0.0,-0.25,-4.1358,-0.3709,36.1468,,,34.4032,,
2024-Q3,8082.5999,6381.2297,3.3587,5.439,-0.2818,112.9207,4.0314,1.0314,-0.414,3.967,8629.6642,8.2572,5900.337,14.6866,68.37,2642.4626,1168.36,1278.3,-109.94,162.45,13.9,6423.64,-1.81,-28.21,8.7677,-0.0044,0.0,6.4,1.8563,-0.0155,5.0,0.0,0,0,0.658703,0.363274,-0.202552,-0.770178,5.13,3.5,1.0987,80.0051,17.0667,,-7.6702,0.9463,-0.2,-0.25,-4.1358,-0.1855,35.275,,,34.4032,,
2024-Q4,8935.7141,6505.2957,4.2353,9.8923,0.9151,114.2116,4.701,1.701,0.6696,3.8482,8833.8025,7.4461,6117.245,15.7744,69.25,2731.6445,1452.81,1761.23,-308.42,177.33,12.21,7294.31,5.93,870.67,8.8948,0.1271,0.0,7.3,1.9879,0.1316,5.0,0.0,0,0,1.005342,0.728394,0.287719,-0.982078,4.48,3.0,1.0668,74.6561,17.3632,,-11.1368,-0.8642,-0.65,-0.5,-4.1358,0.0,34.4032,,,34.4032,,
